Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,40.95000076293945,41.58000183105469,40.95000076293945,41.439998626708984,36.01418685913086,1019737
2020-01-03,42.27000045776367,42.334999084472656,41.810001373291016,41.84000015258789,36.36181640625,1162985
2020-01-06,41.810001373291016,42.29999923706055,41.599998474121094,42.20000076293945,36.6746826171875,1986898
2020-01-07,42.97999954223633,43.29999923706055,42.83000183105469,43.06999969482422,37.43077087402344,2737164
2020-01-08,43.15999984741211,43.189998626708984,42.34000015258789,42.91999816894531,37.300411224365234,1544445
2020-01-09,43.15999984741211,43.48500061035156,42.9900016784668,43.290000915527344,37.6219596862793,1610699
2020-01-10,43.5,43.9900016784668,43.470001220703125,43.900001525878906,38.152095794677734,1388923
2020-01-13,43.40999984741211,43.65999984741211,43.27000045776367,43.599998474121094,37.89137649536133,1259945
2020-01-14,43.45000076293945,43.58000183105469,43.060001373291016,43.43000030517578,37.7436408996582,2057089
2020-01-15,43.599998474121094,43.81999969482422,43.31999969482422,43.66999816894531,37.952205657958984,2833680
2020-01-16,44.290000915527344,44.29999923706055,43.7599983215332,43.9900016784668,38.230308532714844,2168165
2020-01-17,44.38999938964844,44.52000045776367,44.2400016784668,44.2599983215332,38.46495819091797,1388882
2020-01-20,44.02000045776367,44.15999984741211,43.650001525878906,43.91999816894531,38.16948318481445,1564613
2020-01-21,44.0,44.119998931884766,43.810001373291016,44.09000015258789,38.31721878051758,1689971
2020-01-22,44.540000915527344,44.900001525878906,44.36000061035156,44.77000045776367,38.90818405151367,2004763
2020-01-23,45.25,45.27000045776367,44.41999816894531,44.52000045776367,38.690914154052734,1558579
2020-01-24,45.189998626708984,45.22999954223633,44.61000061035156,44.90999984741211,39.02985382080078,1407109
2020-01-28,44.900001525878906,44.970001220703125,44.2400016784668,44.31999969482422,38.51709747314453,1598136
2020-01-29,44.70000076293945,45.04999923706055,44.61000061035156,44.880001068115234,39.003780364990234,1705518
2020-01-30,45.290000915527344,45.4900016784668,45.02000045776367,45.4900016784668,39.533912658691406,2015400
2020-01-31,45.099998474121094,45.529998779296875,45.099998474121094,45.209999084472656,39.29057312011719,5501270
2020-02-03,44.79999923706055,45.209999084472656,44.54999923706055,45.09000015258789,39.1862907409668,1325076
2020-02-04,44.93000030517578,45.380001068115234,44.90999984741211,45.060001373291016,39.160213470458984,2455728
2020-02-05,45.029998779296875,45.45000076293945,44.790000915527344,44.93000030517578,39.04723358154297,1699771
2020-02-06,45.5,45.619998931884766,45.08000183105469,45.54999923706055,39.5860595703125,1786888
2020-02-07,45.849998474121094,45.849998474121094,45.28499984741211,45.54999923706055,39.5860595703125,1925080
2020-02-10,45.84000015258789,45.869998931884766,45.279998779296875,45.7400016784668,39.751182556152344,1248758
2020-02-11,46.09000015258789,46.18000030517578,45.689998626708984,45.849998474121094,39.846778869628906,1428938
2020-02-12,46.220001220703125,46.220001220703125,45.22999954223633,45.38999938964844,39.44700622558594,1970574
2020-02-13,45.650001525878906,45.72999954223633,45.38999938964844,45.61000061035156,39.638206481933594,2231209
2020-02-14,45.5,45.650001525878906,45.400001525878906,45.650001525878906,39.6729736328125,1690046
2020-02-17,45.5,45.619998931884766,45.349998474121094,45.45000076293945,39.49915313720703,1354386
2020-02-18,45.0,45.47999954223633,45.0,45.25,39.32533645629883,2374304
2020-02-19,45.849998474121094,46.959999084472656,45.599998474121094,46.54999923706055,40.45512390136719,2677292
2020-02-20,47.25,47.415000915527344,46.93000030517578,46.939998626708984,40.79405975341797,2534479
2020-02-21,46.310001373291016,46.5099983215332,45.630001068115234,46.02000045776367,39.9945182800293,2641721
2020-02-24,44.31999969482422,44.54499816894531,44.029998779296875,44.130001068115234,38.987369537353516,3773557
2020-02-25,43.08000183105469,43.40999984741211,42.54999923706055,42.54999923706055,37.59148406982422,3255138
2020-02-26,42.29999923706055,42.7400016784668,41.939998626708984,42.40999984741211,37.46780776977539,3530923
2020-02-27,42.400001525878906,42.9900016784668,41.599998474121094,41.86000061035156,36.981903076171875,4072399
2020-02-28,41.0,41.189998626708984,40.529998779296875,40.650001525878906,35.91291046142578,5146275
2020-03-02,39.79999923706055,40.599998474121094,39.56999969482422,40.599998474121094,35.86872863769531,3458735
2020-03-03,40.599998474121094,41.09000015258789,40.29999923706055,40.29999923706055,35.60369110107422,4512909
2020-03-04,39.25,40.15999984741211,39.25,39.70000076293945,35.0736083984375,3573112
2020-03-05,40.54999923706055,40.790000915527344,40.20000076293945,40.38999938964844,35.683204650878906,3252025
2020-03-06,40.20000076293945,40.2400016784668,39.20000076293945,39.20000076293945,34.63187789916992,2311097
2020-03-09,38.0,38.60499954223633,37.68000030517578,37.88999938964844,33.47453689575195,4133682
2020-03-10,36.0099983215332,38.90999984741211,36.0099983215332,38.90999984741211,34.375675201416016,4811594
2020-03-11,38.41999816894531,38.79999923706055,37.29499816894531,37.5,33.12998580932617,6262758
2020-03-12,36.93000030517578,37.27000045776367,34.900001525878906,35.040000915527344,30.9566593170166,6028013
2020-03-13,32.5,37.849998474121094,31.729999542236328,37.849998474121094,33.43919372558594,7934010
2020-03-16,36.20000076293945,36.95000076293945,35.209999084472656,35.849998474121094,31.672269821166992,5359559
2020-03-17,35.0,38.16999816894531,35.0,37.959999084472656,33.536376953125,6065810
2020-03-18,37.97999954223633,38.099998474121094,33.11000061035156,34.20000076293945,30.21454620361328,6532054
2020-03-19,35.02000045776367,35.880001068115234,33.63999938964844,34.88999938964844,30.824138641357422,4615581
2020-03-20,35.0,36.16999816894531,32.970001220703125,33.279998779296875,29.401756286621094,7228002
2020-03-23,31.0,32.040000915527344,29.75,31.020000457763672,27.405126571655273,5827906
2020-03-24,31.049999237060547,31.8700008392334,30.440000534057617,31.68000030517578,27.98821258544922,5242219
2020-03-25,34.52000045776367,34.529998779296875,31.700000762939453,33.40999984741211,29.51660919189453,5960393
2020-03-26,34.400001525878906,35.38999938964844,33.959999084472656,34.77000045776367,30.71812629699707,3616308
2020-03-27,35.540000915527344,35.959999084472656,32.18000030517578,32.25,28.491788864135742,6421598
2020-03-30,32.5,35.88999938964844,32.369998931884766,35.88999938964844,31.707603454589844,3109600
2020-03-31,36.540000915527344,37.349998474121094,33.83000183105469,34.27000045776367,30.27638816833496,4115045
2020-04-01,34.9900016784668,35.88999938964844,34.36000061035156,35.68000030517578,31.522079467773438,3239833
2020-04-02,34.5,36.47999954223633,34.0,35.88999938964844,31.707603454589844,2881594
2020-04-03,35.95000076293945,36.2599983215332,34.220001220703125,34.66999816894531,30.629779815673828,3061345
2020-04-06,34.849998474121094,37.529998779296875,34.7400016784668,36.689998626708984,32.41437911987305,3212422
2020-04-07,37.79999923706055,37.959999084472656,34.880001068115234,35.310001373291016,31.1951961517334,4028252
2020-04-08,35.06999969482422,37.16999816894531,34.880001068115234,36.15999984741211,31.946142196655273,4209974
2020-04-09,37.459999084472656,37.5,36.33000183105469,37.5,33.12998580932617,2667890
2020-04-14,37.38999938964844,37.86000061035156,36.88999938964844,37.810001373291016,33.40386199951172,3163350
2020-04-15,37.7599983215332,37.97999954223633,37.27000045776367,37.65999984741211,33.271339416503906,2707971
2020-04-16,37.16999816894531,37.849998474121094,36.7400016784668,37.52000045776367,33.14765930175781,3253841
2020-04-17,38.0099983215332,38.72999954223633,37.91999816894531,38.119998931884766,33.677738189697266,1872583
2020-04-20,37.79999923706055,38.18000030517578,36.97999954223633,36.97999954223633,32.67058181762695,1916068
2020-04-21,36.880001068115234,37.2599983215332,36.09000015258789,36.369998931884766,32.13166427612305,2033838
2020-04-22,36.0,36.869998931884766,35.58000183105469,36.52000045776367,32.26419448852539,2927951
2020-04-23,37.13999938964844,37.189998626708984,36.29999923706055,36.560001373291016,32.29952621459961,2099436
2020-04-24,36.20000076293945,36.900001525878906,36.150001525878906,36.650001525878906,32.37904357910156,3347201
2020-04-27,36.84000015258789,37.7400016784668,36.599998474121094,37.619998931884766,33.23600387573242,2126802
