Date	Open	High	Low	Close	Adj Close	Volume
2010/6/29	3.799999952	5	3.507999897	4.777999878	4.777999878	93831500
2010/6/30	5.157999992	6.084000111	4.659999847	4.765999794	4.765999794	85935500
2010/7/1	5	5.184000015	4.053999901	4.392000198	4.392000198	41094000
2010/7/2	4.599999905	4.619999886	3.742000103	3.839999914	3.839999914	25699000
2010/7/6	4	4	3.165999889	3.221999884	3.221999884	34334500
2010/7/7	3.279999971	3.325999975	2.996000051	3.160000086	3.160000086	34608500
2010/7/8	3.227999926	3.503999949	3.114000082	3.492000103	3.492000103	38557000
2010/7/9	3.516000032	3.579999924	3.309999943	3.480000019	3.480000019	20253000
2010/7/12	3.589999914	3.614000082	3.400000095	3.410000086	3.410000086	11012500
2010/7/13	3.477999926	3.727999926	3.380000114	3.628000021	3.628000021	13400500
2010/7/14	3.588000059	4.03000021	3.552000046	3.967999935	3.967999935	20976000
2010/7/15	3.987999916	4.300000191	3.799999952	3.977999926	3.977999926	18699000
2010/7/16	4.139999866	4.260000229	4.010000229	4.127999783	4.127999783	13106500
2010/7/19	4.274000168	4.449999809	4.184000015	4.381999969	4.381999969	12432500
2010/7/20	4.369999886	4.369999886	4.010000229	4.059999943	4.059999943	9126500
2010/7/21	4.131999969	4.179999828	3.900000095	4.044000149	4.044000149	6262500
2010/7/22	4.099999905	4.25	4.073999882	4.199999809	4.199999809	4789000
2010/7/23	4.237999916	4.311999798	4.211999893	4.257999897	4.257999897	3268000
2010/7/26	4.300000191	4.300000191	4.059999943	4.190000057	4.190000057	4611000
2010/7/27	4.18200016	4.236000061	4.052000046	4.110000134	4.110000134	3098500
2010/7/28	4.110000134	4.179999828	4.102000237	4.144000053	4.144000053	2336000
2010/7/29	4.153999805	4.176000118	4	4.070000172	4.070000172	3080000
2010/7/30	4.039999962	4.087999821	3.910000086	3.987999916	3.987999916	2134500
2010/8/2	4.099999905	4.193999767	4.065999985	4.184000015	4.184000015	3590500
2010/8/3	4.199999809	4.389999866	4.164000034	4.389999866	4.389999866	6152500
2010/8/4	4.389999866	4.43599987	4.170000076	4.251999855	4.251999855	4565000
2010/8/5	4.308000088	4.309999943	4.010000229	4.090000153	4.090000153	3981000
2010/8/6	4.019999981	4.032000065	3.904000044	3.917999983	3.917999983	3709500
2010/8/9	3.980000019	3.996000051	3.890000105	3.920000076	3.920000076	4063500
2010/8/10	3.930000067	3.930000067	3.763999939	3.805999994	3.805999994	6406500
2010/8/11	3.737999916	3.776000023	3.569999933	3.579999924	3.579999924	3988000
2010/8/12	3.559999943	3.579999924	3.477999926	3.519999981	3.519999981	3455000
2010/8/13	3.635999918	3.690000057	3.532000065	3.664000034	3.664000034	3170000
2010/8/16	3.690000057	3.75999999	3.65199995	3.756000042	3.756000042	2429000
2010/8/17	3.792000055	3.880000114	3.756000042	3.829999924	3.829999924	2239500
2010/8/18	3.917999983	3.917999983	3.720000029	3.753999949	3.753999949	3006500
2010/8/19	3.707999945	3.849999905	3.665999889	3.757999897	3.757999897	2895500
2010/8/20	3.730000019	3.822000027	3.701999903	3.819999933	3.819999933	1480000
2010/8/23	3.818000078	4.078000069	3.799999952	4.026000023	4.026000023	5440500
2010/8/24	3.849999905	3.941999912	3.789999962	3.839999914	3.839999914	3365500
2010/8/25	3.832000017	3.996000051	3.711999893	3.980000019	3.980000019	2516500
2010/8/26	3.977999926	4.053999901	3.920000076	3.950000048	3.950000048	2169000
2010/8/27	3.950000048	3.973999977	3.900000095	3.940000057	3.940000057	1898000
2010/8/30	3.940000057	4.038000107	3.921999931	3.973999977	3.973999977	3664000
2010/8/31	3.931999922	3.957999945	3.865999937	3.895999908	3.895999908	1005500
2010/9/1	3.924000025	4.138000011	3.920000076	4.090000153	4.090000153	2474500
2010/9/2	4.073999882	4.248000145	4.061999798	4.211999893	4.211999893	2435500
2010/9/3	4.173999786	4.260000229	4.131999969	4.210000038	4.210000038	2173000
2010/9/7	4.122000217	4.199999809	4.099999905	4.107999802	4.107999802	1217000
2010/9/8	4.131999969	4.190000057	4.119999886	4.179999828	4.179999828	1442000
2010/9/9	4.199999809	4.210000038	4.138000011	4.142000198	4.142000198	1881000
2010/9/10	4.150000095	4.18599987	3.951999903	4.03399992	4.03399992	1933000
2010/9/13	4.177999973	4.179999828	4.099999905	4.144000053	4.144000053	1804000
2010/9/14	4.107999802	4.320000172	4.105999947	4.223999977	4.223999977	3273500
2010/9/15	4.196000099	4.400000095	4.157999992	4.395999908	4.395999908	3423000
2010/9/16	4.429999828	4.631999969	4.168000221	4.188000202	4.188000202	13422500
2010/9/17	4.203999996	4.263999939	3.960000038	4.046000004	4.046000004	5992500
2010/9/20	4.133999825	4.269999981	4.032000065	4.211999893	4.211999893	4737500
2010/9/21	4.177999973	4.309999943	4.133999825	4.153999805	4.153999805	3980000
2010/9/22	4.173999786	4.190000057	3.960000038	3.973999977	3.973999977	4814500
2010/9/23	3.977999926	4.027999878	3.900000095	3.911999941	3.911999941	3340500
2010/9/24	3.99000001	4.038000107	3.930000067	4.019999981	4.019999981	2894500
2010/9/27	4.079999924	4.162000179	4.010000229	4.105999947	4.105999947	2093000
2010/9/28	4.208000183	4.297999859	4.15199995	4.28000021	4.28000021	6072500
2010/9/29	4.237999916	4.406000137	4.225999832	4.395999908	4.395999908	9846500
2010/9/30	4.400000095	4.429999828	4.038000107	4.081999779	4.081999779	10979000
2010/10/1	4.138000011	4.150000095	4.061999798	4.119999886	4.119999886	2988500
2010/10/4	4.085999966	4.234000206	4.059999943	4.197999954	4.197999954	3218000
2010/10/5	4.230000019	4.256000042	4.202000141	4.223999977	4.223999977	1660000
2010/10/6	4.211999893	4.251999855	4.06400013	4.092000008	4.092000008	1567000
2010/10/7	4.113999844	4.127999783	4.06799984	4.085999966	4.085999966	705000
2010/10/8	4.085999966	4.157999992	4.078000069	4.085999966	4.085999966	1339000
2010/10/11	4.087999821	4.139999866	4.013999939	4.047999859	4.047999859	856000
2010/10/12	4.039999962	4.056000233	4.006000042	4.047999859	4.047999859	1220000
2010/10/13	4.127999783	4.170000076	4.072000027	4.107999802	4.107999802	1591000
2010/10/14	4.199999809	4.205999851	4.079999924	4.150000095	4.150000095	1474000
2010/10/15	4.177999973	4.179999828	4.050000191	4.107999802	4.107999802	1423500
2010/10/18	4.104000092	4.127999783	4.044000149	4.046000004	4.046000004	814000
2010/10/19	4.039999962	4.081999779	4	4.010000229	4.010000229	1226000
2010/10/20	4.032000065	4.138000011	4.007999897	4.130000114	4.130000114	1562500
2010/10/21	4.122000217	4.190000057	4.090000153	4.150000095	4.150000095	2085500
2010/10/22	4.136000156	4.18599987	4.110000134	4.144000053	4.144000053	805500
2010/10/25	4.188000202	4.196000099	4.145999908	4.170000076	4.170000076	592500
2010/10/26	4.159999847	4.374000072	4.102000237	4.271999836	4.271999836	3304500
2010/10/27	4.25	4.276000023	4.130000114	4.199999809	4.199999809	1782500
2010/10/28	4.277999878	4.300000191	4.191999912	4.237999916	4.237999916	1121000
2010/10/29	4.228000164	4.369999886	4.210000038	4.368000031	4.368000031	1403000
2010/11/1	4.388000011	4.550000191	4.262000084	4.282000065	4.282000065	2279000
2010/11/2	4.335999966	4.375999928	4.210000038	4.25	4.25	1612500
2010/11/3	4.256000042	4.5	4.231999874	4.354000092	4.354000092	1863000
2010/11/4	4.519999981	5.065999985	4.429999828	4.980000019	4.980000019	9370000
2010/11/5	4.973999977	4.993999958	4.743999958	4.888000011	4.888000011	5055000
2010/11/8	4.900000095	5	4.806000233	4.995999813	4.995999813	2547500
2010/11/9	5	5.138000011	4.809999943	4.926000118	4.926000118	4782000
2010/11/10	4.895999908	5.993999958	4.809999943	5.872000217	5.872000217	15302500
2010/11/11	5.71999979	5.820000172	5.46600008	5.607999802	5.607999802	9726500
2010/11/12	5.650000095	6.099999905	5.613999844	5.967999935	5.967999935	13645500
2010/11/15	6.044000149	6.587999821	6.044000149	6.159999847	6.159999847	13114500
2010/11/16	6.199999809	6.28000021	5.684000015	5.934000015	5.934000015	6738000
2010/11/17	6.039999962	6.150000095	5.722000122	5.897999763	5.897999763	3750000
